mm_id,latin_name,common_name_de,aliases,category_key,source_part_file,canonical_master_id,canonical_master_name,canonical_match_type,resolver_known,resolver_input_match,resolver_canonical_id,hahnemann,kent,hering,boericke,boger,allen,has_boger_data,has_allen_data,identity_status,notes
ichthyolum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
ilicium-anisatum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
illicium-anisatum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
indigo-tinctoria,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
indium-metallicum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
inula-helenium,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
iodium,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
iridium-metallicum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
iris-versicolor,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
jaborandi,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
jacaranda-caroba,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
jalapa,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
jatropha-curcas,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
jonosia-asoca,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
juglans-cinerea,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
juglans-regia,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
justicia-adhatoda,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-arsenicosum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_FALSE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-bichromicum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
kalium-bromatum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_FALSE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
kalium-carbonicum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
kalium-chloricum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_FALSE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-cyanatum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-ferrocyanatum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-hypophosphorosum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-iodatum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-muriaticum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-nitricum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-oxalicum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-permanganicum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-phosphoricum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-silicatum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_FALSE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
kalium-sulfuricum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,FALSE,TRUE,FALSE,PARTIALLY_LINKED,"Diagnostic generated record"
kalmia-latifolia,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
kreosotum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,kreosotum,kreosotum,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
lac-caninum,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,lac-caninum,lac-caninum,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_FALSE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
lac-defloratum,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_FALSE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
lachesis-muta,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
lachnanthes-tinctoria,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
lactuca-virosa,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,lactuca-virosa,lactuca-virosa,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,PARTIALLY_LINKED,"Diagnostic generated record"
lapis-albus,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
lappa-arctium,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
lathyrus-sativus,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
latrodectus-mactans,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
laurocerasus,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,laurocerasus,laurocerasus,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,FALSE,TRUE,FALSE,PARTIALLY_LINKED,"Diagnostic generated record"
lecithinum,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
lemna-minor,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
leonurus-cardiaca,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
leptandra-virginica,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
liatris-spicata,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
lilium-tigrinum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
linaria-vulgaris,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
linum-usitatissimum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
lithium-carbonicum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,lithium-carbonicum,lithium-carbonicum,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,PARTIALLY_LINKED,"Diagnostic generated record"
lobelia-cardinalis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
lobelia-inflata,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
luffa-operculata,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
lycopodium-clavatum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,lycopodium-clavatum,lycopodium-clavatum,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
lycopus-europaeus,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
lycopus-virginicus,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
lyssinum,,,,nosode,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
magnesia-carbonica,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
magnesia-muriatica,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,magnesia-muriatica,magnesia-muriatica,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
magnesia-sulfurica,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,FALSE,TRUE,FALSE,PARTIALLY_LINKED,"Diagnostic generated record"
magnesia-phosphorica,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
magnolia-grandiflora,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
mancinella,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,mancinella,mancinella,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,PARTIALLY_LINKED,"Diagnostic generated record"
mandragora-officinarum,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
manganum-aceticum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,FALSE,TRUE,FALSE,PARTIALLY_LINKED,"Diagnostic generated record"
manganum-metallicum,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
marrubium-vulgare,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
chamomilla,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,chamomilla,chamomilla,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
medorrhinum,,,,nosode,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_FALSE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
medusa,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
melilotus-alba,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
melilotus-officinalis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
melissa-officinalis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
mentha-piperita,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
mentha-pulegium,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
menyanthes-trifoliata,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
mephitis-mephitica,,,,animal,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
mercurialis-perennis,,,,plant,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,FALSE,FALSE,FALSE,MM_ONLY,"Diagnostic generated record"
mercurius-auratus,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
mercurius-biniodatus,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
mercurius-corrosivus,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
mercurius-cyanatus,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
mercurius-dulcis,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_FALSE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
mercurius-iodatus-flavus,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
mercurius-iodatus-ruber,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,FALSE,NONE,NONE,EXPLICIT_FALSE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,FALSE,DATASET_PRESENCE,FALSE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
mercurius-solubilis,,,,mineral,materiaMedicaPartX.ts,NONE,,NO_MATCH,TRUE,mercurius-solubilis,mercurius-solubilis,EXPLICIT_TRUE,EXPLICIT_TRUE,EXPLICIT_TRUE,DEFAULT_TRUE,DATASET_PRESENCE,DATASET_PRESENCE,TRUE,TRUE,PARTIALLY_LINKED,"Diagnostic generated record"
